[n]	[m]	[probability]
313	655	0.174731
314	636	0.205330
315	634	0.164315
316	618	0.183434
317	665	0.145486
318	53	0.075561
319	580	0.217968
320	596	0.327492
321	622	0.192724
322	599	0.187620
323	585	0.111310
324	634	0.194904
325	549	0.177614
326	655	0.207219
327	655	0.221766
328	634	0.120335
329	585	0.129893
330	443	0.087448
331	669	0.227429
332	634	0.142630
333	634	0.195998
334	549	0.147493
335	669	0.160826
336	634	0.180613
337	666	0.107213
338	558	0.298433
339	580	0.191455
340	109	0.048727
341	594	0.164986
342	596	0.377141
343	549	0.181727
344	79	0.055536
345	220	0.041774
346	578	0.222133
347	566	0.242323
348	578	0.263197
349	577	0.177482
350	468	0.098301
351	298	0.083339
352	558	0.443025
353	599	0.206397
354	574	0.312196
355	298	0.088351
356	586	0.228041
357	618	0.319643
358	569	0.299349
359	628	0.148236
360	557	0.141511
361	137	0.044527
362	636	0.285852
363	669	0.093670
364	574	0.282164
365	633	0.177740
366	578	0.333151
367	574	0.294352
368	604	0.206662
369	645	0.132432
370	753	0.088347
371	650	0.367174
372	753	0.096721
373	636	0.281885
374	574	0.294002
375	443	0.089013
376	298	0.082756
377	309	0.058601
378	650	0.281858
379	578	0.332587
380	565	0.253071
381	613	0.207979
382	298	0.077699
383	578	0.362480
384	633	0.176222
385	646	0.299670
386	613	0.180846
387	755	0.190810
388	578	0.262353
389	658	0.137333
390	150	0.059937
391	850	0.303189
392	583	0.159751
393	666	0.101014
394	468	0.094126
395	814	0.331583
396	458	0.082386
397	443	0.084422
398	876	0.350708
399	458	0.066593
400	624	0.272414
401	876	0.362700
402	578	0.333001
403	311	0.080724
404	610	0.278707
405	876	0.261776
406	753	0.106964
407	311	0.066401
408	613	0.159376
409	814	0.261777
410	458	0.092666
411	458	0.087721
412	650	0.428539
413	462	0.079436
414	760	0.135085
415	381	0.073808
416	682	0.148174
417	443	0.079902
418	907	0.310044
419	668	0.138871
420	907	0.307608
421	664	0.105727
422	760	0.164652
423	557	0.185605
424	767	0.105080
425	647	0.210266
426	709	0.391396
427	907	0.167501
428	182	0.069991
429	688	0.107182
430	850	0.289927
431	753	0.104096
432	668	0.197717
433	670	0.122985
434	615	0.193452
435	800	0.260752
436	311	0.076659
437	814	0.314358
438	916	0.177530
439	405	0.085245
440	753	0.102723
441	632	0.193101
442	661	0.138624
443	458	0.085945
444	650	0.252303
445	931	0.166873
446	682	0.199214
447	681	0.132604
448	632	0.239509
449	462	0.090244
450	661	0.191110
451	681	0.156888
452	370	0.069836
453	685	0.130169
454	660	0.136174
455	682	0.112073
456	944	0.180799
457	707	0.156180
458	935	0.166189
459	767	0.106993
460	650	0.208794
461	915	0.364816
462	641	0.247429
463	915	0.336700
464	931	0.163556
465	691	0.210376
466	777	0.126804
467	730	0.227137
468	561	0.156460
469	254	0.070217
470	641	0.248506
471	781	0.129057
472	939	0.196161
473	681	0.139205
474	767	0.146226
475	632	0.217504
476	661	0.178154
477	650	0.123601
478	647	0.190592
479	834	0.218554
480	671	0.277128
481	1005	0.171718
482	944	0.131902
483	675	0.209569
484	739	0.134676
485	718	0.132546
486	696	0.130459
487	499	0.084174
488	876	0.466595
489	691	0.213618
490	675	0.237849
491	1010	0.137077
492	764	0.122111
493	759	0.154501
494	846	0.124801
495	694	0.075713
496	767	0.174251
497	1005	0.223219
498	759	0.118588
499	732	0.124679
500	729	0.129422
501	736	0.327996
502	707	0.145662
503	635	0.094335
504	832	0.248320
505	718	0.131624
506	721	0.212670
507	832	0.282757
508	511	0.085846
509	736	0.303194
510	940	0.190592
511	759	0.121929
512	775	0.169849
513	845	0.237591
514	738	0.176955
515	650	0.141216
516	346	0.078858
517	1019	0.143987
518	817	0.234133
519	780	0.180983
520	1015	0.130885
521	756	0.130014
522	511	0.097274
523	480	0.108813
524	548	0.119741
525	854	0.275320
526	718	0.127546
527	737	0.359219
528	511	0.097008
529	765	0.139855
530	735	0.135097
531	845	0.297914
532	584	0.137448
533	888	0.291882
534	736	0.285320
535	832	0.299600
536	832	0.299600
537	1015	0.111434
538	811	0.130889
539	1005	0.225613
540	511	0.109341
541	756	0.129564
542	827	0.195208
543	846	0.152936
544	789	0.139300
545	756	0.141876
546	1015	0.118740
547	942	0.334633
548	697	0.215263
549	517	0.084682
550	663	0.140676
551	686	0.211734
552	1015	0.115551
553	1018	0.088464
554	511	0.102830
555	735	0.131641
556	776	0.324771
557	756	0.144637
558	744	0.170452
559	853	0.131323
560	511	0.108627
561	734	0.122325
562	769	0.142875
563	915	0.395516
564	721	0.141121
565	725	0.119256
566	787	0.129474
567	832	0.296168
568	832	0.296168
569	819	0.138094
570	722	0.122359
571	1044	0.080482
572	942	0.182312
573	1029	0.106517
574	687	0.090787
575	744	0.138780
576	853	0.147682
577	845	0.303484
578	511	0.100174
579	511	0.100174
580	804	0.152750
581	828	0.259724
582	769	0.157232
583	832	0.161258
584	1039	0.097360
585	845	0.255159
586	1044	0.073357
587	983	0.136657
588	832	0.287656
589	832	0.287656
590	335	0.088188
591	480	0.106976
592	871	0.272956
593	734	0.122240
594	516	0.103114
595	862	0.113422
596	516	0.083665
597	775	0.122708
598	776	0.267388
599	776	0.267388
600	776	0.267388
601	776	0.267388
602	776	0.267388
603	776	0.267388
604	776	0.267388
605	776	0.267388
606	838	0.098141
607	745	0.163714
608	1026	0.179357
609	787	0.155621
610	808	0.214611
611	833	0.163476
612	778	0.120098
613	1047	0.090359
614	828	0.239870
615	877	0.277659
616	735	0.120051
617	829	0.124434
618	866	0.101966
619	1134	0.143760
620	640	0.125617
621	828	0.273682
622	1026	0.176645
623	787	0.102314
624	875	0.251809
625	875	0.251809
626	530	0.158401
627	735	0.105763
628	1118	0.083563
629	480	0.110766
630	775	0.099237
631	1118	0.113250
632	845	0.231203
633	735	0.115443
634	832	0.247927
635	856	0.111230
636	875	0.330397
637	875	0.237092
638	875	0.237092
639	778	0.114700
640	833	0.154791
641	875	0.300131
642	875	0.300131
643	862	0.154343
644	838	0.095357
645	1088	0.053103
646	808	0.290990
647	842	0.108523
648	819	0.158496
649	527	0.104573
650	530	0.154989
651	875	0.279778
652	875	0.279778
653	854	0.310363
654	875	0.412067
655	812	0.134091
656	807	0.164663
657	866	0.147616
658	877	0.258215
659	1046	0.198887
660	949	0.255207
661	832	0.206443
662	990	0.202682
663	819	0.147870
664	861	0.277827
665	871	0.166779
666	990	0.270351
667	542	0.154217
668	856	0.266531
669	470	0.135015
670	832	0.194181
671	457	0.091290
672	875	0.421614
673	872	0.140082
674	819	0.220307
675	934	0.401036
676	883	0.267173
677	717	0.116608
678	848	0.210546
679	826	0.150634
680	904	0.157837
681	1119	0.071535
682	774	0.147719
683	878	0.159468
684	925	0.232121
685	877	0.157501
686	991	0.285843
687	859	0.168580
688	649	0.138604
689	888	0.360861
690	865	0.246918
691	1108	0.152457
692	880	0.265844
693	573	0.098362
694	771	0.105157
695	542	0.129816
696	537	0.084417
697	912	0.164909
698	941	0.108937
699	877	0.252373
700	880	0.286148
701	1137	0.100958
702	823	0.151543
703	861	0.316450
704	819	0.251188
705	803	0.124173
706	794	0.103624
707	991	0.445482
708	902	0.512580
709	880	0.265974
710	905	0.127168
711	851	0.148651
712	1191	0.107766
713	933	0.285846
714	1056	0.108863
715	941	0.150576
716	553	0.125120
717	543	0.160127
718	1152	0.123874
719	925	0.202802
720	848	0.301028
721	1194	0.216188
722	927	0.288041
723	683	0.152319
724	864	0.137061
725	537	0.085223
726	1170	0.175529
727	865	0.268694
728	912	0.198439
729	933	0.267403
730	889	0.325144
731	997	0.333358
732	921	0.220599
733	1182	0.080033
734	895	0.453682
735	891	0.370640
736	1051	0.111223
737	771	0.108144
738	865	0.205503
739	911	0.198356
740	947	0.139521
741	1174	0.092338
742	927	0.199417
743	921	0.331393
744	880	0.464540
745	902	0.143531
746	933	0.207181
747	1183	0.125505
748	908	0.281195
749	865	0.332036
750	553	0.103997
751	927	0.291563
752	889	0.332720
753	984	0.137337
754	543	0.185638
755	1034	0.124946
756	553	0.136283
757	892	0.140902
758	786	0.108546
759	786	0.101729
760	902	0.214368
761	902	0.361028
762	880	0.443212
763	1170	0.161298
764	1034	0.120938
765	902	0.281674
766	892	0.129813
767	879	0.205768
768	1192	0.104733
769	1192	0.105682
770	1173	0.253192
771	929	0.247491
772	1182	0.132262
773	958	0.101935
774	902	0.239038
775	617	0.116795
776	929	0.274179
777	621	0.157833
778	985	0.162048
779	998	0.174134
780	1192	0.104423
781	960	0.200489
782	766	0.111369
783	553	0.138436
784	630	0.123339
785	958	0.329054
786	880	0.186228
787	797	0.122278
788	927	0.257349
789	926	0.123719
790	1254	0.188992
791	1254	0.178101
792	1200	0.158117
793	880	0.340963
794	683	0.102860
795	1034	0.086269
796	958	0.327084
797	1200	0.175073
798	998	0.171786
799	991	0.681608
800	674	0.118807
801	614	0.137570
802	999	0.304141
803	950	0.279016
804	1004	0.125919
805	992	0.210220
806	987	0.294894
807	642	0.113836
808	651	0.107307
809	651	0.115866
810	963	0.485092
811	902	0.128794
812	1139	0.180446
813	630	0.166598
814	957	0.116119
815	1064	0.113550
816	630	0.142196
817	929	0.328656
818	956	0.329871
819	712	0.103676
820	1232	0.246881
821	1223	0.210883
822	998	0.175268
823	1001	0.189858
824	630	0.165801
825	958	0.333232
826	999	0.280950
827	1223	0.179952
828	1007	0.128252
829	895	0.312591
830	929	0.393968
831	674	0.155525
832	1232	0.262255
833	881	0.133275
834	1017	0.258682
835	987	0.424147
836	961	0.286042
837	881	0.152341
838	929	0.319130
839	1294	0.216601
840	1017	0.244987
841	1004	0.200423
842	960	0.132329
843	1004	0.276478
844	1139	0.169200
845	1025	0.215437
846	999	0.352176
847	894	0.113036
848	979	0.217413
849	679	0.099130
850	958	0.284161
851	758	0.108297
852	1139	0.160829
853	987	0.354620
854	656	0.161644
855	656	0.141160
856	958	0.214563
857	1004	0.277154
858	965	0.265537
859	679	0.109280
860	1023	0.243500
861	1257	0.191744
862	987	0.357445
863	962	0.288541
864	945	0.193619
865	1199	0.148504
866	932	0.290613
867	957	0.249790
868	1204	0.123192
869	992	0.284042
870	1199	0.128363
871	1004	0.324257
872	963	0.316847
873	855	0.095456
874	1023	0.239064
875	1251	0.161554
876	979	0.150972
877	1269	0.267272
878	1269	0.282263
879	770	0.108983
880	770	0.108983
881	999	0.278026
882	1066	0.170845
883	965	0.243368
884	698	0.187285
885	1080	0.115034
886	1004	0.335394
887	1262	0.218802
888	1030	0.317584
889	1104	0.079102
890	1023	0.250137
891	951	0.319341
892	959	0.436566
893	994	0.233491
894	1022	0.247503
895	977	0.257069
896	1100	0.225394
897	1133	0.493645
898	770	0.115775
899	758	0.147714
900	809	0.258821
901	1315	0.338033
902	1022	0.222680
903	1179	0.157448
904	855	0.104558
905	727	0.144394
906	965	0.226050
907	1003	0.244153
908	954	0.233950
909	977	0.348680
910	809	0.364719
911	965	0.246695
912	1021	0.273710
913	1053	0.257241
914	977	0.341050
915	1269	0.225870
916	1133	0.449908
917	1054	0.213249
918	1272	0.233927
919	831	0.132650
920	938	0.122351
921	1014	0.176239
922	1066	0.137825
923	994	0.252127
924	1157	0.256806
925	977	0.252223
926	831	0.151994
927	1179	0.127406
928	970	0.167764
929	831	0.155367
930	1214	0.142853
931	1221	0.131709
932	1133	0.543642
933	809	0.263962
934	1070	0.175164
935	970	0.163822
936	1323	0.153406
937	1356	0.167282
938	1224	0.158400
939	1269	0.201726
940	1269	0.235674
941	1315	0.285314
942	1315	0.278814
943	1011	0.199578
944	1316	0.188625
945	1157	0.267532
946	1179	0.179319
947	1011	0.203596
948	959	0.272105
949	966	0.102209
950	1204	0.263186
951	1069	0.138153
952	1177	0.213173
953	1080	0.195763
954	959	0.150320
955	1157	0.331332
956	1058	0.211241
957	1004	0.266375
958	831	0.162005
959	1020	0.225022
960	1080	0.300047
961	1133	0.183419
962	1069	0.161010
963	1177	0.248440
964	1269	0.188595
965	1009	0.163159
966	917	0.246613
967	1062	0.119585
968	1202	0.113750
969	1057	0.144740
970	1368	0.273351
971	1261	0.269212
972	1040	0.271730
973	1004	0.194372
974	1207	0.251733
975	1378	0.167601
976	1136	0.221333
977	1011	0.210878
978	882	0.155954
979	1244	0.161238
980	1049	0.151132
981	1179	0.176215
982	1080	0.296868
983	1214	0.192871
984	1179	0.187869
985	953	0.145590
986	1235	0.257549
987	1151	0.202564
988	1052	0.335194
989	1059	0.193811
990	886	0.201019
991	1177	0.336948
992	1037	0.194627
993	1258	0.281279
994	1317	0.255291
995	918	0.150564
996	918	0.171585
997	982	0.159897
998	1261	0.229515
999	1204	0.219144
1000	1244	0.139216
1001	1068	0.140327
1002	1262	0.215717
1003	1244	0.196515
1004	1031	0.190498
1005	953	0.155813
1006	1126	0.087202
1007	1320	0.176161
1008	1177	0.235468
1009	1262	0.190801
1010	1136	0.206223
1011	1258	0.189698
1012	1031	0.243476
1013	1186	0.263595
1014	1403	0.152513
1015	953	0.147697
1016	1448	0.100998
1017	1359	0.118482
1018	1265	0.443786
1019	1356	0.220117
1020	1244	0.225428
1021	1259	0.189933
1022	1327	0.182477
1023	1236	0.206687
1024	1074	0.163231
1025	1247	0.206855
1026	1285	0.188507
1027	1230	0.288798
1028	1171	0.204882
1029	943	0.164689
1030	1244	0.178792
1031	1037	0.202226
1032	1177	0.288559
1033	953	0.114524
1034	1244	0.232010
1035	1162	0.156155
1036	1207	0.211909
1037	1059	0.162678
1038	1085	0.207035
1039	1409	0.185430
1040	1091	0.200696
1041	1230	0.235721
1042	1247	0.181809
1043	1196	0.335760
1044	1099	0.194963
1045	1464	0.278326
1046	918	0.113622
1047	1099	0.199252
1048	953	0.094677
1049	953	0.104497
1050	1067	0.263380
1051	1329	0.132554
1052	1298	0.200118
1053	1419	0.126864
1054	1248	0.277234
1055	1398	0.186568
1056	1016	0.088725
1057	1188	0.135664
1058	1085	0.166632
1059	1016	0.088669
1060	1504	0.128013
1061	1305	0.189922
1062	1162	0.190345
1063	1428	0.155209
1064	1032	0.077657
1065	1267	0.201510
1066	1241	0.184630
1067	1067	0.251743
1068	1230	0.198294
1069	1032	0.086092
1070	1413	0.169020
1071	1503	0.165417
1072	1240	0.185193
1073	1187	0.169441
1074	1275	0.208661
1075	943	0.117791
1076	1311	0.195883
1077	1275	0.249015
1078	1409	0.195745
1079	1464	0.260349
1080	1234	0.145081
1081	1162	0.222895
1082	1280	0.175935
1083	1222	0.402469
1084	1238	0.173814
1085	1222	0.264306
1086	1270	0.181648
1087	1260	0.195316
1088	1332	0.179228
1089	1027	0.146346
1090	972	0.203716
1091	1159	0.215228
1092	1357	0.162897
1093	917	0.206303
1094	1050	0.181293
1095	1338	0.156030
1096	1196	0.314543
1097	917	0.197549
1098	1284	0.315910
1099	1296	0.237646
1100	1217	0.204961
1101	1298	0.290743
1102	1472	0.145522
1103	1523	0.118977
1104	1291	0.180271
1105	1041	0.187240
1106	1338	0.188563
1107	1382	0.169674
1108	1357	0.153457
1109	1060	0.078256
1110	1320	0.179046
1111	1301	0.201938
1112	1499	0.181030
1113	1348	0.156357
1114	1032	0.076837
1115	1544	0.244511
1116	1284	0.267771
1117	1332	0.134566
1118	1544	0.233947
1119	1573	0.158050
1120	1338	0.195540
1121	1246	0.209314
1122	1283	0.261921
1123	1298	0.297739
1124	1298	0.297739
1125	1572	0.094748
1126	1248	0.236127
1127	1472	0.147132
1128	1310	0.210459
1129	1284	0.199986
1130	1357	0.128419
1131	1338	0.194770
1132	1187	0.172145
1133	1339	0.144096
1134	1584	0.096960
1135	1298	0.284419
1136	1298	0.284419
1137	1167	0.175712
1138	1067	0.170132
1139	1578	0.089926
1140	1578	0.096647
1141	1310	0.142263
1142	1296	0.231458
1143	1246	0.225627
1144	1357	0.097688
1145	1245	0.241780
1146	1367	0.188236
1147	1237	0.171724
1148	1060	0.076168
1149	1328	0.198389
1150	1298	0.255505
1151	1298	0.255505
1152	1338	0.225016
1153	972	0.201624
1154	1370	0.203661
1155	1325	0.229550
1156	1301	0.206192
1157	1499	0.159002
1158	1573	0.183443
1159	1213	0.296083
1160	1545	0.145431
1161	1297	0.319477
1162	1299	0.162182
1163	1397	0.153238
1164	1382	0.178858
1165	1112	0.098987
1166	972	0.147882
1167	1256	0.169364
1168	1342	0.237112
1169	1283	0.233334
1170	1381	0.141758
1171	1293	0.197374
1172	1298	0.223854
1173	1298	0.223854
1174	1372	0.201448
1175	1216	0.201750
1176	1648	0.116579
1177	1486	0.149161
1178	1217	0.238613
1179	1296	0.197728
1180	1201	0.108093
1181	1511	0.093328
1182	1286	0.151983
1183	1313	0.361853
1184	1256	0.173257
1185	1160	0.099542
1186	1277	0.213232
1187	1737	0.117992
1188	1435	0.255217
1189	1511	0.098073
1190	1217	0.190740
1191	1278	0.174423
1192	1366	0.183932
1193	1401	0.258403
1194	1342	0.248991
1195	1401	0.265161
1196	1308	0.207596
1197	1233	0.174420
1198	1395	0.170524
1199	1293	0.291295
1200	1475	0.097189
1201	1215	0.161474
1202	1411	0.341063
1203	1355	0.140905
1204	1508	0.117202
1205	1446	0.149521
1206	1508	0.143841
1207	1716	0.102843
1208	1417	0.144252
1209	1160	0.090213
1210	1335	0.191322
1211	1511	0.094622
1212	1395	0.221926
1213	1737	0.140414
1214	1439	0.196232
1215	1239	0.294982
1216	1233	0.168493
1217	1336	0.183979
1218	1435	0.215648
1219	1487	0.202536
1220	1437	0.202263
1221	1286	0.163676
1222	1308	0.203581
1223	1277	0.231077
1224	1401	0.144838
1225	1237	0.218772
1226	1277	0.399099
1227	1541	0.106837
1228	1293	0.246300
1229	1161	0.120376
1230	1293	0.239937
1231	1336	0.274227
1232	1581	0.096429
1233	1620	0.099218
1234	1266	0.235451
1235	1086	0.146562
1236	1386	0.194190
1237	1446	0.171530
1238	1510	0.313496
1239	1281	0.209253
1240	1392	0.279093
1241	1411	0.312929
1242	1302	0.222373
1243	1411	0.378429
1244	1510	0.347120
1245	1185	0.121140
1246	1430	0.169131
1247	1361	0.175927
1248	1401	0.247253
1249	1457	0.119607
1250	1453	0.212955
1251	1435	0.347575
1252	1731	0.161128
1253	1304	0.233830
1254	1737	0.113239
1255	1908	0.116011
1256	1470	0.139934
1257	1350	0.391046
1258	1453	0.244638
1259	1086	0.130891
1260	1361	0.147287
1261	1321	0.211773
1262	1386	0.189313
1263	1370	0.227139
1264	1461	0.190467
1265	1924	0.127124
1266	1530	0.179376
1267	1185	0.109889
1268	1321	0.221237
1269	1589	0.188385
1270	1589	0.188385
1271	1620	0.120686
1272	1361	0.130084
1273	1160	0.106526
1274	1416	0.168880
1275	1416	0.168880
1276	1416	0.168880
1277	1289	0.158368
1278	1492	0.142500
1279	1386	0.266280
1280	1386	0.266280
1281	1271	0.190898
1282	1302	0.256782
1283	1228	0.091945
1284	1453	0.205487
1285	1289	0.147207
1286	1453	0.275552
1287	1453	0.250980
1288	1361	0.110116
1289	1321	0.210552
1290	1510	0.332019
1291	1453	0.108751
1292	1321	0.198919
1293	1560	0.198909
1294	1369	0.273898
1295	1492	0.126579
1296	1609	0.206713
1297	1424	0.161066
1298	1277	0.239183
1299	1453	0.285387
1300	1652	0.103991
1301	1228	0.098763
1302	1361	0.082793
1303	1948	0.128148
1304	1333	0.127622
1305	1562	0.133470
1306	1562	0.130733
1307	1562	0.130733
1308	1776	0.157241
1309	1810	0.154468
1310	1385	0.202374
1311	1304	0.243038
1312	1405	0.135846
1313	1369	0.228922
1314	1610	0.151859
1315	1453	0.111628
1316	1948	0.125529
1317	1453	0.260710
1318	1589	0.192808
1319	1331	0.198083
1320	1453	0.135517
1321	1461	0.154801
1322	1250	0.097080
1323	1402	0.298867
1324	1402	0.181891
1325	1386	0.278152
1326	1386	0.278152
1327	1386	0.210719
1328	1386	0.210719
1329	1417	0.165325
1330	1273	0.234020
1331	1589	0.205618
1332	1589	0.205618
1333	1385	0.113474
1334	1567	0.095420
1335	1336	0.326740
1336	1579	0.115867
1337	1453	0.266364
1338	1474	0.109821
1339	1228	0.101915
1340	1273	0.247791
1341	1431	0.172178
1342	2021	0.159711
1343	1302	0.148606
1344	1483	0.342837
1345	1974	0.138184
1346	1385	0.213259
1347	1416	0.149378
1348	1416	0.149378
1349	1416	0.149378
1350	1416	0.149378
1351	2021	0.140964
1352	1579	0.131602
1353	1228	0.101649
1354	1562	0.133923
1355	1560	0.282586
1356	2028	0.175581
1357	1385	0.200317
1358	1714	0.092213
1359	1997	0.133887
1360	1912	0.189422
1361	1585	0.253996
1362	2021	0.170505
1363	1369	0.158089
1364	1974	0.139559
1365	1461	0.210337
1366	1444	0.246627
1367	1711	0.162780
1368	1579	0.126275
1369	1400	0.147035
1370	1759	0.189117
1371	1589	0.169869
1372	1559	0.215332
1373	1453	0.199642
1374	1652	0.095585
1375	1336	0.241123
1376	1358	0.220781
1377	1686	0.181137
1378	1686	0.181137
1379	1855	0.094285
1380	1365	0.212019
1381	1351	0.344520
1382	1442	0.086920
1383	1585	0.314003
1384	2027	0.159433
1385	1501	0.324860
1386	1418	0.470766
1387	1400	0.141081
1388	1934	0.178467
1389	1423	0.298179
1390	2028	0.300206
1391	1571	0.277374
1392	1589	0.130104
1393	1559	0.241972
1394	1442	0.115869
1395	1444	0.277849
1396	1385	0.171875
1397	1501	0.376123
1398	1331	0.235785
1399	1714	0.117142
1400	1454	0.108191
1401	1418	0.662944
1402	1559	0.185775
1403	1607	0.222804
1404	1546	0.103308
1405	1756	0.261828
1406	1358	0.174887
1407	1862	0.119563
1408	1442	0.124435
1409	1528	0.108054
1410	1287	0.212648
1411	1600	0.120712
1412	1501	0.296903
1413	1365	0.303023
1414	1547	0.106921
1415	1596	0.130372
1416	1594	0.132756
1417	2028	0.358870
1418	1463	0.240910
1419	1432	0.109982
1420	1501	0.345486
1421	1461	0.253522
1422	1590	0.257590
1423	1452	0.197272
1424	2028	0.309599
1425	1756	0.260617
1426	1862	0.113136
1427	1596	0.109194
1428	1514	0.262739
1429	1600	0.121726
1430	1442	0.108705
1431	1358	0.193240
1432	1483	0.323274
1433	1660	0.094255
1434	1909	0.123299
1435	1452	0.153704
1436	1711	0.269629
1437	1501	0.355606
1438	1941	0.103699
