[n]	[m]	[probability]
140	229	0.381366
141	249	0.266333
142	233	0.404784
143	229	0.372525
144	87	0.133568
145	214	0.525402
146	235	0.467546
147	239	0.411071
148	241	0.654699
149	226	0.406334
150	243	0.522384
151	251	0.351708
152	239	0.474430
153	226	0.520891
154	245	0.292608
155	166	0.191859
156	243	0.571178
157	242	0.311602
158	288	0.575544
159	106	0.144582
160	226	0.465733
161	236	0.493738
162	245	0.207786
163	236	0.581208
164	166	0.141791
165	238	0.229930
166	236	0.318376
167	172	0.181122
168	209	0.177546
169	258	0.328422
170	251	0.570960
171	237	0.133438
172	185	0.177067
173	327	0.711683
174	362	0.302220
175	226	0.351267
176	236	0.391751
177	160	0.171307
178	362	0.386305
179	272	0.354933
180	362	0.430873
181	166	0.129591
182	363	0.288967
183	342	0.349209
184	363	0.350071
185	342	0.296800
186	272	0.405970
187	302	0.259816
188	249	0.289993
189	261	0.231857
190	147	0.111629
191	362	0.317253
192	182	0.144469
193	273	0.200287
194	270	0.376844
195	288	0.601376
196	363	0.504475
197	276	0.457771
198	372	0.379493
199	284	0.224869
200	327	0.829803
201	217	0.111114
202	276	0.555165
203	302	0.570975
204	288	0.323245
205	289	0.545710
206	320	0.289750
207	311	0.311588
208	290	0.321963
209	294	0.772645
210	289	0.648159
211	240	0.143343
212	363	0.479001
213	210	0.109109
214	302	0.588767
215	327	0.898155
216	217	0.223048
217	311	0.270494
218	274	0.192743
219	292	0.261294
220	337	0.406809
221	284	0.237773
222	254	0.184836
223	318	0.364967
224	254	0.181256
225	331	0.268152
226	278	0.216653
227	302	0.526742
228	402	0.346239
229	190	0.115987
230	294	0.423948
231	372	0.292074
232	288	0.634028
233	337	0.283114
234	363	0.320741
235	289	0.362030
236	292	0.179645
237	318	0.349027
238	289	0.392747
239	337	0.426305
240	320	0.414863
241	320	0.414863
242	320	0.414863
243	290	0.248191
244	289	0.358791
245	332	0.341383
246	254	0.223837
247	288	0.266335
248	337	0.266502
249	321	0.253129
250	294	0.389668
251	340	0.233910
252	419	0.222900
253	326	0.230534
254	419	0.223338
255	332	0.432575
256	324	0.303054
257	332	0.415502
258	410	0.171098
259	332	0.423778
260	265	0.192771
261	297	0.172966
262	361	0.279586
263	328	0.183403
264	234	0.171575
265	306	0.291236
266	399	0.556780
267	315	0.313174
268	333	0.267994
269	305	0.192430
270	340	0.372155
271	309	0.194239
272	356	0.467502
273	211	0.168427
274	337	0.558413
275	400	0.161517
276	198	0.145645
277	361	0.299915
278	349	0.158704
279	365	0.194681
280	332	0.415579
281	348	0.271526
282	221	0.150313
283	332	0.383187
284	438	0.086764
285	328	0.214550
286	361	0.271608
287	433	0.116829
288	350	0.261975
289	262	0.212246
290	262	0.150944
291	447	0.116013
292	326	0.310979
293	438	0.111809
294	435	0.096422
295	358	0.276340
296	366	0.200478
297	365	0.348792
298	326	0.305840
299	351	0.341818
300	262	0.215293
301	473	0.110699
302	304	0.192022
303	360	0.379617
304	351	0.308236
305	291	0.215638
306	256	0.199004
307	379	0.242511
308	373	0.277655
309	395	0.389537
310	395	0.335214
311	373	0.282102
312	379	0.223071
313	262	0.153197
314	291	0.264067
315	477	0.152512
316	373	0.282721
317	368	0.287971
318	314	0.214893
319	368	0.199009
320	391	0.307731
321	416	0.242505
322	391	0.374961
323	285	0.282127
324	488	0.222447
325	291	0.189635
326	291	0.283743
327	344	0.229242
328	421	0.841217
329	377	0.341435
330	360	0.230565
331	408	0.291885
332	392	0.284694
333	336	0.266030
334	432	0.291328
335	493	0.250374
336	394	0.279934
337	291	0.342274
338	397	0.445916
339	387	0.403629
340	314	0.297218
341	404	0.188351
342	432	0.270242
343	385	0.357356
344	397	0.398963
345	385	0.307073
346	344	0.295111
347	421	0.766775
348	374	0.341711
349	416	0.448118
350	375	0.289642
351	409	0.233496
352	353	0.298043
353	406	0.384392
354	425	0.178771
355	493	0.441721
356	397	0.377617
357	478	0.340002
358	501	0.180684
359	353	0.305750
360	397	0.426768
361	336	0.230459
362	387	0.770692
363	509	0.281486
364	404	0.278621
365	493	0.418213
366	506	0.218270
367	503	0.299724
368	509	0.345021
369	481	0.170788
370	416	0.561013
371	508	0.407195
372	353	0.368923
373	453	0.194472
374	353	0.276485
375	503	0.342108
376	404	0.203823
377	490	0.333225
378	384	0.333546
379	387	0.832062
380	440	0.316862
381	460	0.354154
382	463	0.315834
383	503	0.374977
384	390	0.283353
385	388	0.192475
386	369	0.272061
387	388	0.218707
388	508	0.393343
389	448	0.319565
390	532	0.344952
391	390	0.239903
392	409	0.308371
393	497	0.302754
394	388	0.186570
395	387	0.695050
396	453	0.197084
397	465	0.320423
398	440	0.265779
399	532	0.293750
400	470	0.432590
401	384	0.349183
402	388	0.160969
403	388	0.183837
404	474	0.450600
405	483	0.274161
406	413	0.156151
407	532	0.464088
408	533	0.360229
409	471	0.200859
410	434	0.242858
411	390	0.251952
412	533	0.308832
413	427	0.260935
414	384	0.299176
415	427	0.281464
416	532	0.329740
417	526	0.334269
418	427	0.250785
419	405	0.173451
420	613	0.337914
421	499	0.324288
422	466	0.270703
423	381	0.213716
424	436	0.174331
425	489	0.420420
426	457	0.252220
427	499	0.406942
428	491	0.264078
429	530	0.370235
430	413	0.150781
431	590	0.530311
432	499	0.470803
433	533	0.299908
434	489	0.498554
435	510	0.296129
436	601	0.357404
437	467	0.361895
438	389	0.256357
439	436	0.224343
440	499	0.386882
441	475	0.311546
442	613	0.469254
443	589	0.178189
444	491	0.329944
445	469	0.287455
446	467	0.302962
447	498	0.303296
448	552	0.232518
449	511	0.405593
450	520	0.459516
451	538	0.367004
452	517	0.252780
453	464	0.207059
454	613	0.440562
455	464	0.201722
456	511	0.463274
457	601	0.282432
458	489	0.510123
459	629	0.344496
460	520	0.325865
461	553	0.180865
462	538	0.463607
463	614	0.200008
464	568	0.341790
465	549	0.215462
466	598	0.242687
467	615	0.180185
468	429	0.194544
469	549	0.279864
470	514	0.230164
471	562	0.357393
472	489	0.376231
473	491	0.302436
474	528	0.429831
475	618	0.180577
476	547	0.156862
477	562	0.349111
478	603	0.324934
479	511	0.404598
480	615	0.172496
481	590	0.312998
482	568	0.220831
483	565	0.228222
484	580	0.221737
485	572	0.242482
486	693	0.271872
487	629	0.387373
488	599	0.218801
489	629	0.487267
490	500	0.252213
491	486	0.243967
492	629	0.453328
493	598	0.260252
494	551	0.269351
495	598	0.215152
496	557	0.343815
497	515	0.513900
498	525	0.169351
499	573	0.141509
500	582	0.199228
501	521	0.198019
502	563	0.240892
503	528	0.768804
504	595	0.129811
505	528	0.486054
506	564	0.422187
507	628	0.223951
508	595	0.200218
509	528	0.482417
510	550	0.218320
511	564	0.562859
512	528	0.593819
513	628	0.150116
514	544	0.222554
515	650	0.196788
516	567	0.215336
517	713	0.288267
518	709	0.321926
519	650	0.351777
520	515	0.775062
521	722	0.218904
522	574	0.188023
523	581	0.237135
524	575	0.430123
525	603	0.514958
526	639	0.177200
527	650	0.351568
528	639	0.182639
529	572	0.460603
530	528	0.343774
531	675	0.283326
532	567	0.173523
533	567	0.154535
534	799	0.235842
535	640	0.200436
536	557	0.323943
537	709	0.201683
538	691	0.117878
539	633	0.162617
540	633	0.162617
541	581	0.424023
542	722	0.228348
543	628	0.244632
544	582	0.122104
545	799	0.200801
546	576	0.358287
547	574	0.211757
548	575	0.420725
549	621	0.210730
550	740	0.242244
551	659	0.274661
552	745	0.153121
553	583	0.167040
554	572	0.623230
555	594	0.524457
556	639	0.203194
557	577	0.421071
558	600	0.187490
559	572	0.429542
560	563	0.186063
561	646	0.222866
562	607	0.359398
563	577	0.364409
564	657	0.216476
565	557	0.181353
566	515	0.331550
567	794	0.366862
568	572	0.595053
569	637	0.257075
570	632	0.418991
571	723	0.190931
572	577	0.376043
573	750	0.251928
574	792	0.343253
575	572	0.466325
576	625	0.218974
577	632	0.433827
578	674	0.238478
579	792	0.339989
580	685	0.149923
581	674	0.302422
582	711	0.234260
583	572	0.262395
584	792	0.277853
585	632	0.465069
586	632	0.396871
587	569	0.230779
588	765	0.176023
589	808	0.242843
590	646	0.225692
591	719	0.123017
592	786	0.573976
593	824	0.269949
594	727	0.253459
595	683	0.244979
596	745	0.266733
597	572	0.359335
598	741	0.333871
599	643	0.320632
600	793	0.144733
601	760	0.284080
602	685	0.303967
603	593	0.638871
604	742	0.331583
605	671	0.234437
606	635	0.237873
607	566	0.321346
608	671	0.292666
609	746	0.189296
610	617	0.195485
611	658	0.181047
612	607	0.352236
613	721	0.244048
614	705	0.210653
615	767	0.279738
616	593	0.538345
617	759	0.224522
618	758	0.326066
619	821	0.230060
620	635	0.209684
621	1250	0.417642
622	566	0.290240
623	1296	0.831494
624	1250	0.437877
625	1296	0.825750
626	541	0.188782
627	541	0.237163
628	1296	0.582031
629	1296	0.833472
630	649	0.150561
631	1296	0.712171
632	1296	0.666427
633	786	0.491530
634	1411	0.428694
635	703	0.329713
636	1328	0.419487
637	1328	0.587432
638	1411	0.546196
639	1348	0.545332
640	786	0.455219
641	841	0.225168
642	841	0.159595
643	1256	0.323821
644	541	0.202930
645	730	0.142623
646	805	0.178642
647	1236	0.434662
648	1222	0.352336
649	1411	0.528103
650	591	0.316020
651	1296	0.638378
652	696	0.213642
653	714	0.264775
654	1222	0.299688
655	790	0.286408
656	1411	0.590337
657	1296	0.663243
658	604	0.213121
659	816	0.206734
660	739	0.129748
661	1348	0.631327
662	593	0.528488
663	739	0.382122
664	1328	0.466728
665	1333	0.257562
666	1296	0.606202
667	1334	0.328993
668	807	0.175528
669	816	0.206453
670	753	0.242035
671	1011	0.363351
672	1307	0.422829
673	766	0.390708
674	865	0.263435
675	1411	0.387969
676	766	0.242779
677	604	0.239911
678	593	0.335163
679	746	0.239414
680	1040	0.265889
681	768	0.406685
682	1348	0.567186
683	809	0.204369
684	768	0.367557
685	725	0.244800
686	916	0.158402
687	865	0.251531
688	585	0.393692
689	757	0.217917
690	866	0.144332
691	1307	0.367195
692	930	0.186361
693	631	0.252555
694	815	0.282870
695	690	0.143569
696	1341	0.417359
697	1334	0.514626
698	1035	0.289184
699	593	0.280931
700	631	0.284414
701	1411	0.494437
702	880	0.211048
703	914	0.261241
704	818	0.145051
705	1353	0.460841
706	880	0.157498
707	866	0.143155
708	768	0.378143
709	1279	0.271696
710	820	0.355667
711	593	0.336545
712	1334	0.656009
713	1279	0.294390
714	770	0.321427
715	690	0.134149
716	1457	0.272036
717	1026	0.347203
718	815	0.317677
719	1411	0.545214
720	910	0.343937
721	1279	0.372384
722	790	0.276851
723	916	0.328035
724	1348	1.000000
725	1383	0.238439
726	1305	0.488053
727	1307	0.409858
728	768	0.415478
729	1011	0.312465
730	815	0.300889
731	916	0.273835
732	851	0.167678
733	1339	0.379909
734	830	0.355527
735	1011	0.317613
736	631	0.231077
737	748	0.288061
738	937	0.269561
739	1001	0.182197
740	1439	0.290610
741	1439	0.290610
742	1569	0.317252
743	1411	0.546969
744	814	0.220355
745	1339	0.402291
746	764	0.223987
747	1323	0.214996
748	1439	0.337987
749	1439	0.337987
750	1334	0.323729
751	1216	0.283844
752	916	0.282997
753	1441	0.302472
754	876	0.131744
755	1307	0.278403
756	724	0.224264
757	1306	0.516319
758	836	0.256133
759	783	0.414176
760	768	0.217226
761	930	0.253630
762	1353	1.000000
763	820	0.297688
764	836	0.261913
765	737	0.315115
766	985	0.311314
767	1333	0.398947
768	1569	0.307943
769	749	0.281091
770	912	0.216740
771	724	0.205306
772	1007	0.226468
773	1383	0.243466
774	783	0.372875
775	783	0.372875
776	1441	0.285218
777	876	0.123398
778	715	0.170943
779	1001	0.225770
780	1405	0.313225
781	985	0.287273
782	818	0.137847
783	817	0.407903
784	631	0.302864
785	1339	0.340418
786	1322	0.226757
787	1306	0.337746
788	1333	0.346489
789	749	0.278234
790	1242	0.196088
791	1044	0.210860
792	1353	0.371413
793	1441	0.264538
794	1293	0.281795
795	1306	0.370980
796	1287	0.256386
797	1441	0.350601
798	773	0.144842
799	941	0.176453
800	843	0.246257
801	1441	0.380287
802	1383	0.352974
803	922	0.168458
804	865	0.289893
805	857	0.139053
806	1044	0.192915
807	1289	0.233449
808	735	0.464210
809	1035	0.568525
810	819	0.296637
811	984	0.460979
812	1411	0.468482
813	1353	0.352368
814	1055	0.234910
815	976	0.339801
816	855	0.272700
817	859	0.128192
818	941	0.202039
819	814	0.387504
820	1293	0.327893
821	887	0.246939
822	1548	0.281249
823	941	0.197165
824	855	0.166530
825	1348	1.000000
826	855	0.263499
827	1311	0.196247
828	1438	0.227794
829	991	0.306377
830	764	0.227881
831	631	0.374562
832	631	0.336582
833	1383	0.338199
834	814	0.348075
835	896	0.204747
836	952	0.159030
837	830	0.505596
838	1125	0.168649
839	738	0.281568
840	886	0.228008
841	822	0.157917
842	1125	0.190024
843	838	0.361824
844	1439	0.442974
845	631	0.220438
846	631	0.386743
847	852	0.135903
848	1024	0.200207
849	775	0.379434
850	1429	0.238968
851	776	0.412543
852	1412	0.305069
853	801	0.227112
854	830	0.504966
855	984	0.316420
856	1353	1.000000
857	1040	0.223605
858	631	0.354431
859	754	0.425239
860	754	0.390865
861	886	0.305112
862	1525	0.297817
863	1525	0.326633
864	1548	0.325148
865	737	0.304574
866	962	0.252082
867	803	0.252446
868	1049	0.196185
869	969	0.253100
870	1046	0.334805
871	1049	0.218639
872	1049	0.218639
873	1049	0.218639
874	929	0.461486
875	1182	0.659095
876	963	0.248278
877	1016	0.304721
878	1040	0.329227
879	1035	0.310003
880	923	0.300127
881	754	0.446700
882	1628	0.645565
883	963	0.226226
884	1535	0.306368
885	1353	0.680660
886	1548	0.346229
887	921	0.314093
888	966	0.371245
889	1534	0.255357
890	631	0.296503
891	1026	0.252470
892	1026	0.241493
893	1353	0.294581
894	1329	0.222381
895	1091	0.174568
896	1353	1.000000
897	1570	0.316722
898	716	0.193175
899	1046	0.254645
900	1035	0.240570
901	1338	0.271478
902	1438	0.296908
903	781	0.320378
904	929	0.492435
905	1569	0.298459
906	1414	0.179584
907	958	0.357248
908	1581	0.197245
909	1570	0.314522
910	817	0.395591
911	929	0.399708
912	778	0.372192
913	716	0.413331
914	1050	0.195623
915	862	0.191102
916	1037	0.242274
917	1050	0.163275
918	1395	0.173810
919	1092	0.181276
920	1479	0.270239
921	982	0.335273
922	1570	0.257684
923	1441	0.293365
924	1103	0.261189
925	1450	0.155621
926	982	0.320492
927	1353	0.490244
928	1139	0.231683
929	677	0.231200
930	1575	0.205359
931	716	0.263900
932	971	0.265386
933	778	0.355024
934	1087	0.283678
935	1193	0.120599
936	912	0.282617
937	993	0.310886
938	840	0.215915
939	1362	0.205099
940	716	0.397039
941	1198	0.340241
942	897	0.333462
943	778	0.477286
944	785	0.542586
945	987	0.230996
946	1198	0.370518
947	1110	0.285007
948	1043	0.154491
949	980	0.239304
950	1570	0.195187
951	1047	0.227652
952	1353	0.547137
953	1226	0.307317
954	935	0.201646
955	1612	0.121231
956	1353	0.577740
957	837	0.242444
958	827	0.300544
959	1241	0.327894
960	1051	0.246997
961	982	0.305243
962	891	0.227936
963	929	0.413318
964	1422	0.147734
965	1028	0.304647
966	1214	0.380048
967	1198	0.419891
968	883	0.206790
969	901	0.482843
970	1071	0.277663
971	1182	0.485573
972	1232	0.148105
973	1353	0.200576
974	1304	0.149430
975	950	0.413038
976	1581	0.183748
977	1241	0.310210
978	781	0.546171
979	1534	0.375109
980	1636	0.259476
981	1476	0.167790
982	1394	0.566989
983	1346	0.195393
984	1051	0.340139
985	1629	0.190277
986	1518	0.211550
987	1290	0.274574
988	1608	1.000000
989	844	0.160850
990	892	0.228287
991	1126	0.415318
992	744	0.450299
993	1079	0.307571
994	999	0.501699
995	1062	0.208406
996	785	0.346585
997	1554	0.224549
998	1468	0.188056
999	1195	0.380478
1000	1241	0.261511
1001	950	0.243953
1002	929	0.249483
1003	1394	0.488871
1004	1220	0.221305
1005	1345	0.221515
1006	1394	0.319598
1007	1468	0.174416
1008	980	0.241441
1009	1290	0.293895
1010	1038	0.208528
1011	1636	0.228182
1012	1078	0.285001
1013	785	0.733378
1014	1251	0.173399
1015	1110	0.418575
1016	1353	0.519328
1017	1078	0.327953
1018	1075	0.244626
1019	1092	0.157993
1020	1433	0.183343
1021	1028	0.247581
1022	1474	0.262981
1023	905	0.253170
1024	1394	0.600564
1025	1073	0.250020
1026	1523	0.175600
1027	1027	0.166354
1028	1092	0.132574
1029	1489	0.260088
1030	1290	0.228320
1031	1616	0.239996
1032	1897	0.253614
1033	1017	0.309002
1034	1595	0.285650
1035	1073	0.251637
1036	899	0.405034
1037	1373	0.362853
1038	1716	0.207244
1039	1126	0.345292
1040	1373	0.371640
1041	1650	0.151939
1042	1484	0.256741
1043	1669	0.177496
1044	999	0.308178
1045	1368	0.099164
1046	1247	0.177067
1047	1433	0.176536
1048	973	0.185695
1049	899	0.228477
1050	1009	0.548652
1051	1353	0.465946
1052	781	0.679390
1053	781	0.679390
1054	842	0.471886
1055	677	0.277610
1056	1372	0.266026
1057	1009	0.635194
1058	1018	0.255285
1059	1220	0.199527
1060	1079	0.283637
1061	1676	0.325756
1062	1584	0.170950
1063	944	0.148627
1064	1474	0.226970
1065	1071	0.203449
1066	1078	0.358891
1067	842	0.359113
1068	1353	0.473722
1069	1522	0.205999
1070	1009	0.461078
1071	785	0.467922
1072	785	0.467922
1073	1247	0.339955
1074	1528	0.207844
1075	1226	0.426783
1076	1087	0.411332
1077	1028	0.245798
1078	1079	0.229059
1079	1213	0.225116
1080	1353	0.481043
1081	1098	0.207352
1082	1463	0.164576
1083	915	0.178400
1084	1228	0.359988
1085	1162	0.256927
1086	905	0.332085
1087	1079	0.232222
1088	1353	0.448738
1089	1295	0.340931
1090	1462	0.180092
1091	1220	0.197067
1092	785	0.743518
1093	1519	0.169752
1094	1154	0.169219
1095	1129	0.164699
1096	945	0.238668
1097	1162	0.187526
1098	899	0.406352
1099	1409	0.304040
1100	1573	0.247518
1101	999	0.461799
1102	1631	0.390511
1103	950	0.285580
1104	1079	0.250828
1105	999	0.362771
1106	1228	0.209395
1107	1528	0.175592
1108	1534	0.320342
1109	1032	0.129151
1110	744	0.382955
1111	849	0.129884
1112	972	0.286807
1113	1175	0.463111
1114	744	0.451577
1115	1070	0.184962
1116	1162	0.187417
1117	1032	0.127912
1118	1788	0.256499
1119	1158	0.263035
1120	1342	0.379228
1121	1679	0.255028
1122	1228	0.491009
1123	1367	0.264528
1124	1381	0.372459
1125	1733	0.275408
1126	844	0.113093
1127	1897	0.288431
1128	988	0.181545
1129	1373	0.324475
1130	1679	0.222431
1131	1394	0.517257
1132	1394	0.454172
1133	1214	0.324197
1134	951	0.508258
1135	1094	0.213179
1136	1586	0.148885
1137	789	0.441663
1138	1566	0.191188
1139	1897	0.267993
1140	899	0.192991
1141	1426	0.647962
1142	1294	0.293578
1143	965	0.338712
1144	1897	0.204551
1145	1045	0.289692
1146	1068	0.381576
1147	1381	0.459054
1148	1158	0.341454
1149	1022	0.186835
1150	1294	0.198390
1151	779	0.360693
1152	1150	0.327159
1153	1045	0.299523
1154	1723	0.334330
1155	1696	0.199395
1156	785	0.557125
1157	1095	0.406850
1158	1969	0.183801
1159	1267	0.359076
1160	1061	0.224792
1161	849	0.123042
1162	779	0.377399
1163	1069	0.191084
1164	1022	0.156251
1165	1758	0.321553
1166	1905	0.269525
1167	1758	0.705398
1168	1224	0.237924
1169	1108	0.340038
1170	1093	0.284795
1171	1068	0.371385
1172	1102	0.123104
1173	1368	0.179923
1174	1592	0.243113
1175	1266	0.402848
1176	1679	0.262290
1177	1648	1.000000
1178	1394	0.447431
1179	1610	0.412116
1180	1969	0.226052
1181	1381	0.490888
1182	1445	0.231184
1183	1905	0.310251
1184	918	0.121878
1185	1652	0.228131
1186	1426	0.611959
1187	1897	0.268022
1188	1648	1.000000
1189	978	0.690399
1190	1009	0.265582
1191	1445	0.149255
1192	1725	0.364895
1193	1576	0.351515
1194	1480	0.117735
1195	1576	0.172506
1196	978	0.408021
1197	965	0.494587
1198	1706	0.342603
1199	1235	0.227210
1200	1534	0.249337
1201	1116	0.371551
1202	1149	0.271048
1203	1967	0.109960
1204	1730	0.332104
1205	1181	0.281176
1206	1573	0.259456
1207	1791	0.211359
1208	1805	0.453928
1209	1788	0.241974
1210	1093	0.312223
1211	1381	0.512122
1212	965	0.541130
1213	1426	0.433366
1214	1228	0.266714
1215	1773	0.316416
1216	965	0.517652
1217	975	0.114128
1218	978	0.504435
1219	1905	0.326834
1220	1578	0.188737
1221	994	0.131640
1222	1365	0.366339
1223	1725	0.273644
1224	1268	0.243498
1225	1974	0.261684
1226	1149	0.306175
1227	965	0.371182
1228	1127	0.123067
1229	1901	0.213985
1230	1350	0.394208
1231	1743	0.251963
1232	1181	0.265424
1233	1248	0.261041
1234	1576	0.344551
1235	1892	0.118943
1236	1355	0.300320
1237	1095	0.431728
1238	1127	0.138049
1239	1858	0.236508
1240	1203	0.264151
1241	1072	0.352888
1242	1816	0.281749
1243	789	0.353472
1244	1116	0.364349
1245	1733	0.447930
1246	1437	0.205440
1247	1381	0.413700
1248	1743	0.240886
1249	994	0.123313
1250	1164	0.323617
1251	1673	0.362892
1252	1359	0.427356
1253	1259	0.302516
1254	1722	0.213135
1255	1907	0.166931
1256	1791	0.174955
1257	1773	0.324423
1258	961	0.172505
1259	1019	0.124155
1260	1399	0.453520
1261	1603	0.259900
1262	1286	0.512811
1263	1330	0.228959
1264	1603	0.263035
1265	1698	1.000000
1266	1610	0.166363
1267	1948	0.284422
1268	1254	0.132280
1269	1033	0.394249
1270	1164	0.288138
1271	1974	0.254934
1272	1122	0.286770
1273	2053	0.266314
1274	1688	0.349632
1275	1137	0.147585
1276	1122	0.355881
1277	1019	0.135756
1278	1974	0.253835
1279	1832	0.375383
1280	1733	0.258279
1281	1065	0.361804
1282	1808	0.192358
1283	1603	0.218627
1284	1703	0.398907
1285	848	0.257640
1286	1686	0.341586
1287	1399	0.302304
1288	1365	0.385001
1289	1632	0.589185
1290	1021	0.594840
1291	1774	0.447763
1292	1959	0.408685
1293	1365	0.358850
1294	1221	0.211207
1295	1365	0.274783
1296	1983	0.150609
1297	1263	0.269577
1298	1122	0.350433
1299	1111	0.126618
1300	1355	0.423326
1301	1861	0.173869
1302	1704	0.308671
1303	1021	0.646238
1304	1112	0.270866
1305	1021	0.369495
1306	1786	0.112561
1307	1646	1.000000
1308	1686	0.396722
1309	1646	1.000000
1310	1008	0.322499
1311	1539	0.295792
1312	1745	0.313971
1313	1399	0.299098
1314	996	0.150738
1315	970	0.136313
1316	955	0.149875
1317	1530	0.156210
1318	1803	0.206881
1319	1248	0.216662
1320	1841	0.207080
1321	942	0.232725
1322	1796	0.480383
1323	1632	0.377448
1324	1796	0.490619
1325	1033	0.473492
1326	1796	0.440879
1327	1355	0.543333
1328	1355	0.543333
1329	1671	0.374768
1330	1756	0.136160
1331	1428	0.221638
1332	1944	0.127558
1333	1521	0.283299
1334	1796	0.316642
1335	1231	0.204209
1336	848	0.276048
1337	1263	0.221710
1338	2141	0.076759
1339	1684	0.244622
1340	1021	0.457146
1341	1913	0.369448
1342	1428	0.289991
1343	1913	0.377106
1344	1065	0.559019
1345	1704	0.382138
1346	1698	1.000000
1347	1984	0.241525
1348	1520	0.134224
1349	1520	0.134224
1350	1520	0.134224
1351	1060	0.251117
1352	1983	0.114853
1353	1983	0.121381
1354	1962	0.288065
1355	1399	0.281938
1356	1136	0.104979
1357	1802	1.000000
1358	2123	0.155352
1359	1415	0.210821
1360	1169	0.131994
1361	2015	0.122202
1362	2015	0.122202
1363	2015	0.122202
1364	1268	0.199741
1365	1237	0.426841
1366	1237	0.426841
1367	1237	0.426841
1368	1944	0.168531
1369	1549	0.243900
1370	1966	0.412790
1371	1590	0.241792
1372	1962	0.270088
1373	1391	0.667177
1374	1832	0.437085
1375	2061	0.317592
1376	1671	0.479898
1377	888	0.294717
1378	2122	0.254972
1379	1711	0.439000
1380	1948	0.309877
1381	1231	0.150267
1382	1065	0.589732
1383	1688	0.205533
1384	1237	0.477961
1385	1704	0.366327
1386	1447	0.372816
1387	1021	0.589120
1388	885	0.200323
1389	1590	0.243818
1390	1933	0.221929
1391	1832	0.325141
1392	967	0.125488
1393	1470	0.287331
1394	1774	0.496783
1395	1122	0.290592
1396	2127	0.154538
1397	1814	0.179336
1398	1996	0.178297
1399	1624	0.367104
1400	1887	1.000000
1401	2106	0.376420
1402	2091	0.346301
1403	1169	0.167346
1404	1549	0.234909
1405	1693	0.163025
1406	2098	0.221785
1407	1140	0.136167
1408	1916	0.174318
1409	1146	0.162931
1410	1444	0.212192
1411	1237	0.474495
1412	1188	0.175295
1413	1590	0.337027
1414	1731	0.306970
1415	1574	0.290127
1416	2015	0.101903
1417	2186	0.247780
1418	1913	0.377163
1419	2122	0.283606
1420	1763	0.300860
1421	2130	0.157204
1422	2106	0.347784
1423	1966	0.288833
1424	1188	0.193312
1425	893	0.292733
1426	1942	0.407969
1427	1465	0.281072
1428	1632	0.781314
1429	1972	0.260458
1430	1276	0.331225
1431	1541	0.397080
1432	885	0.172152
1433	1846	0.278271
1434	1704	0.267157
1435	1261	0.243190
1436	1704	0.175318
1437	1887	1.000000
1438	2049	0.250917
1439	1728	1.000000
1440	1670	0.308171
