[n]	[m]	[probability]
302	256	0.652250
303	404	0.406755
304	372	0.822214
305	372	0.461692
306	298	0.781266
307	452	0.298709
308	378	0.544354
309	523	0.701548
310	523	0.375893
311	408	0.475639
312	658	0.417082
313	631	0.388572
314	674	0.788174
315	625	0.832142
316	278	0.608858
317	616	0.580289
318	445	0.822156
319	604	0.515557
320	645	0.770790
321	387	0.645706
322	794	0.511527
323	476	0.338132
324	399	0.472001
325	789	0.752247
326	491	0.541404
327	399	0.503279
328	521	0.582266
329	674	0.654597
330	627	0.418841
331	523	0.657846
332	298	0.390818
333	200	0.441271
334	387	0.694413
335	617	0.433839
336	243	0.459483
337	643	0.330033
338	491	0.645859
339	641	0.350903
340	617	0.445854
341	630	0.412351
342	674	0.419615
343	621	0.734328
344	509	0.536900
345	674	0.712761
346	824	0.882183
347	474	0.401939
348	644	0.441491
349	303	0.278682
350	674	0.567718
351	213	0.287264
352	598	0.315803
353	663	0.390195
354	338	0.360841
355	480	0.378254
356	617	0.441439
357	523	0.377766
358	399	0.672890
359	339	0.481016
360	813	0.788151
361	485	0.696522
362	644	0.318468
363	644	0.336329
364	485	0.428601
365	273	0.466488
366	251	0.971881
367	832	0.570973
368	761	0.351106
369	221	0.252255
370	700	0.339189
371	643	0.456166
372	385	0.623689
373	247	0.425518
374	700	0.359360
375	650	0.382492
376	385	0.604366
377	445	0.875054
378	789	0.387892
379	696	0.475776
380	275	0.445862
381	339	0.338183
382	784	0.466536
383	332	0.326373
384	578	0.308723
385	406	0.375933
386	764	0.646177
387	488	0.417812
388	773	0.534452
389	288	0.300309
390	764	0.675566
391	390	0.400806
392	241	0.605244
393	640	0.353855
394	792	0.368482
395	388	0.365138
396	442	0.350309
397	275	0.447548
398	332	0.418158
399	288	0.292174
400	883	0.389127
401	689	0.322745
402	883	0.317032
403	784	0.389303
404	851	0.471507
405	509	0.375994
406	650	0.747271
407	721	0.475685
408	764	0.689486
409	520	0.651992
410	650	0.628022
411	650	0.739877
412	481	0.349094
413	491	0.422512
414	229	0.315450
415	491	0.874983
416	663	0.446219
417	390	0.443587
418	600	0.376465
419	1047	0.437533
420	288	0.809594
421	385	0.624319
422	256	0.307452
423	576	0.325658
424	643	0.750765
425	435	0.435720
426	773	0.584201
427	271	0.314947
428	241	0.483768
429	883	0.290895
430	904	0.576878
431	271	0.544910
432	481	0.426371
433	423	0.266226
434	271	0.564574
435	268	0.580870
436	713	0.595145
437	271	0.623841
438	854	0.576778
439	499	0.496405
440	697	0.188290
441	621	0.444051
442	508	0.876156
443	520	0.581524
444	271	0.461072
445	790	0.458541
446	491	0.778168
447	578	0.307252
448	871	0.385754
449	481	0.373306
450	514	0.540690
451	913	0.277735
452	600	0.452778
453	746	0.324224
454	850	0.556695
455	838	0.353921
456	533	0.425230
457	903	0.452918
458	524	0.472658
459	492	0.414456
460	936	0.872817
461	374	0.356735
462	790	0.502448
463	721	0.538481
464	515	0.528418
465	504	0.338587
466	917	0.405545
467	274	0.512749
468	838	0.356561
469	1047	0.971324
470	812	0.586682
471	297	0.534392
472	535	0.441285
473	269	0.908787
474	854	0.521896
475	911	0.260484
476	1047	0.995953
477	903	0.487301
478	459	0.199305
479	576	0.392399
480	540	0.465162
481	865	0.687095
482	871	0.411100
483	282	0.533781
484	269	0.886028
485	553	0.461519
486	713	0.406141
487	905	0.666841
488	468	0.711782
489	508	0.600755
490	727	0.200552
491	542	0.595677
492	512	0.380701
493	435	0.393695
494	329	0.637744
495	969	0.219612
496	600	0.393053
497	1034	0.510167
498	557	0.340996
499	910	0.579540
500	297	0.397106
501	912	0.402749
502	395	0.433226
503	928	0.542934
504	880	0.522739
505	297	0.613435
506	812	0.686135
507	928	0.628351
508	535	0.623485
509	453	0.350913
510	910	0.560055
511	546	0.421149
512	416	0.753926
513	910	0.594620
514	274	0.723031
515	496	0.462573
516	301	0.730022
517	297	0.594176
518	514	0.465345
519	553	0.322852
520	945	0.234375
521	544	0.257560
522	553	0.434065
523	905	0.464103
524	898	0.379638
525	530	0.386682
526	559	0.386362
527	542	0.734404
528	546	0.635869
529	559	0.343157
530	329	0.486726
531	540	0.551413
532	865	0.552166
533	1018	0.621497
534	1025	0.422141
535	622	0.773657
536	559	0.375512
537	450	0.363613
538	270	0.735497
539	479	0.285663
540	611	0.325538
541	506	0.285555
542	559	0.344559
543	910	0.408542
544	1025	0.505366
545	1047	0.986218
546	988	0.393139
547	1047	0.956193
548	636	0.586176
549	557	0.420065
550	865	0.552339
551	636	0.825873
552	771	0.293493
553	383	0.607458
554	893	0.544621
555	270	0.362389
556	265	0.915961
557	549	0.389748
558	879	0.438988
559	1000	0.835311
560	1010	0.293914
561	907	0.226886
562	907	0.354459
563	910	0.359869
564	805	0.267239
565	479	0.414991
566	1004	0.241816
567	614	0.310665
568	282	0.685646
569	622	0.980461
570	270	0.669771
571	346	0.474563
572	1186	0.423454
573	1021	0.411390
574	648	0.705480
575	574	0.432571
576	1004	0.344312
577	383	0.416380
578	555	0.690482
579	545	0.455770
580	1055	0.408431
581	1128	0.462620
582	1097	0.518957
583	394	0.429444
584	673	0.761337
585	925	0.405251
586	673	0.955213
587	301	0.717268
588	821	0.300986
589	672	0.792106
590	859	0.371509
591	269	0.404393
592	942	0.496144
593	555	0.625987
594	859	0.397175
595	401	0.794044
596	308	0.718682
597	1109	0.505023
598	817	0.670848
599	498	0.419476
600	1186	0.701425
601	370	0.373586
602	1055	0.526565
603	1132	0.743945
604	666	0.785048
605	1108	0.435278
606	692	0.421001
607	859	0.332297
608	686	0.336958
609	1010	0.258560
610	648	0.785440
611	651	0.612425
612	584	0.314160
613	687	0.214199
614	629	0.431055
615	669	0.815119
616	649	0.556476
617	379	0.711648
618	1124	0.249320
619	429	0.531255
620	646	0.351351
621	1186	0.602898
622	555	0.447448
623	350	0.345652
624	942	0.448008
625	1324	0.452111
626	1186	0.415154
627	379	0.531928
628	1093	0.853246
629	692	0.648282
630	1069	0.574117
631	690	0.594190
632	431	0.634227
633	991	0.513299
634	818	0.705611
635	1093	0.874140
636	401	0.704279
637	673	0.904029
638	279	0.508995
639	1084	0.407165
640	1052	0.466591
641	1016	0.325484
642	1117	0.732833
643	456	0.325996
644	734	0.288000
645	781	0.437112
646	817	0.619597
647	279	0.499645
648	779	0.437269
649	847	0.367846
650	890	0.922125
651	686	0.407018
652	818	0.816543
653	1250	0.425914
654	991	0.655432
655	673	0.803951
656	1183	0.399028
657	279	0.419312
658	1126	0.476047
659	323	0.389294
660	649	0.587020
661	511	0.646136
662	1204	0.687785
663	511	0.693657
664	890	0.912644
665	1084	0.983579
666	686	0.389739
667	511	0.665979
668	779	0.589819
669	1106	0.409620
670	687	0.441212
671	323	0.353295
672	776	0.434730
673	654	0.810912
674	396	0.326327
675	396	0.326327
676	398	0.737478
677	463	0.567792
678	1061	0.923862
679	463	0.789318
680	463	0.552330
681	1084	0.722549
682	987	0.967599
683	817	0.494516
684	612	0.428994
685	667	0.688958
686	463	0.431297
687	776	0.370778
688	654	0.694742
689	687	0.332831
690	714	0.866631
691	714	0.992171
692	1361	0.413128
693	1361	0.717897
694	1337	0.515779
695	1193	0.341799
696	389	0.572123
697	580	0.684176
698	688	0.599921
699	654	0.492555
700	1224	0.385980
701	1228	0.443506
702	1166	0.825025
703	987	0.856152
704	704	0.360103
705	1207	0.418146
706	666	0.886613
707	398	0.852249
708	752	0.536521
709	737	0.260986
710	398	0.517218
711	711	0.344352
712	1105	0.680777
713	1324	0.672128
714	756	0.286332
715	1361	0.923199
716	1296	0.932348
717	987	0.731042
718	733	0.407447
719	1131	0.342837
720	1265	0.430067
721	748	0.398337
722	1309	0.659961
723	796	0.393143
724	1108	0.769183
725	657	0.249807
726	1152	0.958830
727	398	0.625484
728	1207	0.477491
729	1265	0.479853
730	1218	0.552492
731	740	0.340008
732	818	0.421497
733	1188	0.485477
734	398	0.796555
735	1390	0.323246
736	914	0.528599
737	756	0.313765
738	1224	0.430593
739	1417	0.450548
740	1318	0.328254
741	776	0.262465
742	1263	0.429998
743	1228	0.541459
744	1207	0.418438
745	666	0.829109
746	319	0.187306
747	886	0.642293
748	441	0.625652
749	1139	0.619775
750	706	0.666167
751	952	0.704062
752	734	0.720840
753	1241	0.974985
754	1263	0.637262
755	970	0.481132
756	671	0.284973
757	634	0.579518
758	864	0.836920
759	802	0.343559
760	938	0.880400
761	970	0.835754
762	1337	0.796130
763	705	0.436420
764	1337	0.851927
765	402	0.515694
766	843	0.921900
767	1313	0.463009
768	568	0.582427
769	1390	0.395997
770	1112	0.971159
771	1224	0.473335
772	1263	0.572301
773	984	0.474723
774	1054	0.586658
775	1241	0.912192
776	1300	0.985965
777	1152	0.907987
778	1218	0.576382
779	588	0.426475
780	705	0.759748
781	989	0.717104
782	417	0.451935
783	1218	0.370025
784	1077	0.625114
785	632	0.352249
786	1361	0.420239
787	958	0.511411
788	1371	0.994692
789	427	0.616612
790	1337	0.438200
791	634	0.582508
792	1262	0.374442
793	908	0.676043
794	532	0.245238
795	1417	0.867428
796	579	0.301445
797	1411	0.513968
798	1417	0.771654
799	1371	0.991018
800	1076	0.372317
801	1410	0.376157
802	866	0.661372
803	1035	0.364621
804	568	0.607622
805	444	0.475132
806	1077	0.694189
807	1273	0.588145
808	843	0.401755
809	532	0.463209
810	1360	0.481943
811	1152	0.595416
812	1401	0.915581
813	1096	0.410130
814	799	0.414747
815	1350	0.434870
816	1110	0.437694
817	1166	0.585720
818	1459	0.535198
819	966	0.347600
820	961	0.590330
821	724	0.797448
822	1313	0.694482
823	1110	0.432212
824	1263	0.430214
825	918	0.559311
826	1096	0.374202
827	1102	0.765537
828	1110	0.480674
829	575	0.318844
830	1273	0.701995
831	1076	0.521396
832	1333	0.368377
833	417	0.864010
834	1017	0.869513
835	1017	0.783086
836	467	0.304899
837	467	0.304899
838	566	0.288530
839	1401	0.914269
840	1333	0.476995
841	1459	0.474015
842	1360	0.453759
843	1353	0.574639
844	1102	0.933604
845	1096	0.351819
846	1330	0.549752
847	993	0.787309
848	1076	0.339007
849	1300	0.962040
850	965	0.501900
851	966	0.290850
852	1342	0.330536
853	1273	0.723907
854	1054	0.954513
855	1411	0.473152
856	579	0.399458
857	1372	0.535198
858	1333	0.619626
859	444	0.530972
860	1112	0.963530
861	705	0.425216
862	484	0.389055
863	1273	0.531126
864	1466	0.439939
865	1077	0.718684
866	1638	0.590322
867	1156	0.924373
868	634	0.296732
869	417	0.941136
870	497	0.610861
871	563	0.773692
872	1054	0.528648
873	1511	0.386654
874	1469	0.553508
875	1412	0.468675
876	738	0.342700
877	705	0.803103
878	1466	0.358214
879	1412	0.465833
880	1457	0.286357
881	973	0.812861
882	1191	0.722355
883	1375	0.317825
884	1504	0.928397
885	944	0.705067
886	1504	0.761906
887	1257	0.635870
888	634	0.356042
889	1466	0.316808
890	918	0.754049
891	1175	0.444517
892	507	0.661135
893	1437	0.469018
894	1375	0.280200
895	1562	0.949212
896	534	0.372504
897	1064	0.380325
898	465	0.540240
899	993	0.893392
900	1384	0.494443
901	918	0.793465
902	1457	0.403457
903	1466	0.404856
904	1197	0.303443
905	924	0.648845
906	1466	0.418768
907	1048	0.594503
908	1125	0.302477
909	1038	0.655756
910	1404	0.265098
911	1175	0.427918
912	550	0.585321
913	961	0.652040
914	1454	0.287858
915	482	0.663793
916	1454	0.381685
917	1455	0.964547
918	1477	0.261495
919	1504	0.655528
920	1305	0.443495
921	1054	0.496747
922	527	0.683377
923	1174	0.272656
924	1054	0.813415
925	1575	0.996664
926	1175	0.402090
927	921	0.718637
928	1672	0.602967
929	486	0.329828
930	1504	0.815416
931	482	0.477116
932	798	0.476768
933	558	0.432991
934	1437	0.433523
935	1478	0.220669
936	1090	0.410683
937	1562	0.984739
938	1019	0.661638
939	1038	0.677352
940	861	0.547936
941	1013	0.687372
942	1140	0.742054
943	1451	0.546280
944	1427	0.486329
945	1563	0.495196
946	1140	0.829697
947	676	0.478090
948	1191	0.600190
949	626	0.481001
950	1111	0.332285
951	965	0.459073
952	815	0.350540
953	478	0.558105
954	1295	0.298439
955	1068	0.894633
956	1107	0.409978
957	1230	0.414670
958	1194	0.773828
959	486	0.317598
960	735	0.678021
961	1487	0.278557
962	1242	0.415501
963	1455	0.761390
964	550	0.724809
965	1006	0.543851
966	1070	0.725967
967	1503	0.335123
968	1310	0.537893
969	1427	0.360174
970	482	0.588972
971	1170	0.353605
972	1562	0.641963
973	869	0.475164
974	1515	0.843420
975	1383	0.306970
976	1059	0.540477
977	1310	0.516282
978	1563	0.933199
979	1191	0.795810
980	1515	0.763271
981	735	0.689645
982	1075	0.778896
983	1589	0.633282
984	436	0.265490
985	1602	0.360605
986	897	0.432935
987	1230	0.314600
988	1565	0.677268
989	897	0.335508
990	861	0.726463
991	436	0.245221
992	1140	0.766751
993	1081	0.711192
994	684	0.345166
995	501	0.414412
996	436	0.311661
997	1383	0.616360
998	548	0.382693
999	943	0.298108
1000	1325	0.511342
1001	1059	0.945555
1002	1220	0.716175
1003	816	0.583619
1004	1749	0.623594
1005	1564	0.384350
1006	548	0.435027
1007	430	0.263561
1008	1119	0.479773
1009	857	0.427283
1010	1335	0.996225
1011	1618	0.434430
1012	1782	0.905802
1013	1223	0.568836
1014	1223	0.568836
1015	897	0.331493
1016	436	0.318697
1017	1335	0.996571
1018	735	0.362091
1019	831	0.428021
1020	897	0.254652
1021	1216	0.487749
1022	1216	0.487749
1023	1325	0.567690
1024	1383	0.443193
1025	1424	0.550620
1026	1195	0.366688
1027	1195	0.366688
1028	1469	0.729284
1029	1013	0.661470
1030	1424	0.541974
1031	715	0.680849
1032	1515	0.466254
1033	562	0.501856
1034	1761	0.351195
1035	1827	0.438636
1036	1565	0.811509
1037	1615	0.544168
1038	501	0.525586
1039	1548	0.966611
1040	1651	0.810512
1041	1295	0.310032
1042	1295	0.310032
1043	1195	0.317308
1044	1383	0.484562
1045	1578	0.521452
1046	1019	0.540216
1047	715	0.634996
1048	715	0.538864
1049	1414	0.651576
1050	1600	0.502820
1051	1335	0.836871
1052	1627	0.554855
1053	1535	0.528294
1054	1651	0.922958
1055	1772	0.468044
1056	1223	0.655292
1057	701	0.522923
1058	1252	0.609622
1059	589	0.295551
1060	1013	0.900415
1061	1414	0.737539
1062	1220	0.474219
1063	1535	0.499514
1064	1223	0.826913
1065	1749	0.253487
1066	857	0.522844
1067	1517	0.329772
1068	433	0.457479
1069	831	0.444416
1070	1535	0.519229
1071	1252	0.926930
1072	1512	0.328544
1073	967	0.335313
1074	1535	0.518243
1075	1119	0.468838
1076	895	0.716835
1077	701	0.528970
1078	1070	0.387606
1079	1003	0.806840
1080	1003	0.806632
1081	589	0.363076
1082	1615	0.507047
1083	1243	0.287180
1084	1620	0.541322
1085	1600	0.624042
1086	1448	0.234330
1087	586	0.742637
1088	1589	0.377193
1089	693	0.458054
1090	1216	0.502032
1091	1335	0.706219
1092	1603	0.381090
1093	1003	0.848489
1094	1615	0.956497
1095	1578	0.937803
1096	1575	0.761707
1097	1650	0.489689
1098	729	0.422756
1099	1396	0.484389
1100	1578	0.579046
1101	1095	0.653364
1102	1512	0.662851
1103	1267	0.528853
1104	1650	0.673505
1105	1374	0.641516
1106	543	0.382074
1107	1728	0.505239
1108	1323	0.406069
1109	586	0.850416
1110	603	0.367095
1111	647	0.317468
1112	433	0.549624
1113	1334	0.551824
1114	1736	0.933243
1115	1383	0.382678
1116	1252	0.817517
1117	1235	0.402836
1118	1519	0.563214
1119	723	0.323908
1120	586	0.492098
1121	1514	0.366526
1122	1984	0.844433
1123	1728	0.534573
1124	777	0.313313
1125	1336	0.695243
1126	583	0.558476
1127	1521	0.545756
1128	1474	0.490795
1129	1322	0.620015
1130	1994	0.556458
1131	1650	0.706084
1132	603	0.405606
1133	1334	0.598051
1134	1784	0.373886
1135	1861	0.617334
1136	937	0.308586
1137	1024	0.681756
1138	1413	0.342093
1139	1615	0.694172
1140	819	0.470072
1141	1336	0.625497
1142	500	0.635873
1143	1461	0.416219
1144	1334	0.543638
1145	1728	0.716040
1146	1578	0.553492
1147	2072	0.341603
1148	1749	0.982935
1149	916	0.228383
1150	819	0.351392
1151	1408	0.619978
1152	1121	0.654615
1153	1782	0.988465
1154	1744	0.607548
1155	1749	0.993991
1156	1146	0.446644
1157	605	0.388936
1158	1311	0.856939
1159	1736	0.941155
1160	1286	0.894608
1161	1861	0.650659
1162	1760	0.958464
1163	525	0.568068
1164	1727	0.940759
1165	1189	0.490420
1166	1731	0.751744
1167	1666	0.538583
1168	751	0.638877
1169	1541	0.586399
1170	1436	0.351381
1171	1460	0.321162
1172	1485	0.574893
1173	797	0.431298
1174	1710	0.339275
1175	1235	0.476418
1176	1020	0.452345
1177	1189	0.613801
1178	505	0.307939
1179	1819	0.654189
1180	1343	0.592134
1181	1736	0.860485
1182	1608	0.593100
1183	1736	0.792099
1184	1571	0.311870
1185	1274	0.627773
1186	1566	0.883678
1187	1891	0.810374
1188	1461	0.300687
1189	1502	0.798802
1190	585	0.774581
1191	1020	0.323416
1192	1854	0.760970
1193	1744	0.739087
1194	811	0.323285
1195	1710	0.263405
1196	1854	0.707818
1197	1776	0.735462
1198	1282	0.497081
1199	1891	0.790021
1200	1282	0.565932
1201	1819	0.601473
1202	1475	0.290886
1203	1791	0.771351
1204	2046	0.584684
1205	1322	0.336796
1206	1775	0.525443
1207	1608	0.676281
1208	1782	0.830441
1209	1891	0.819121
1210	1282	0.504509
1211	1791	0.522249
1212	1758	0.755253
1213	1665	0.411443
1214	1819	0.358117
1215	1328	0.753550
1216	1744	0.732436
1217	1714	0.391138
1218	1400	0.413181
1219	1382	0.383771
1220	1571	0.527267
1221	1731	0.751942
1222	1460	0.440198
1223	1338	0.357045
1224	1460	0.686702
1225	1679	0.501222
1226	1776	0.804401
1227	1791	0.844249
1228	1808	0.598362
1229	1716	0.400747
1230	1581	0.520203
1231	628	0.253783
1232	519	0.526419
1233	1775	0.674527
1234	1794	0.700305
1235	519	0.481888
1236	1248	0.606582
1237	2065	0.375845
1238	894	0.357291
1239	1576	0.720785
1240	1311	0.508156
1241	519	0.539276
1242	1338	0.306831
1243	1679	0.548812
1244	564	0.669370
1245	1594	0.432431
1246	1030	0.483655
1247	1732	0.503083
1248	519	0.537579
1249	564	0.599857
1250	1794	0.758348
1251	1775	0.770562
1252	1662	0.453794
1253	1710	0.370952
1254	1707	0.323378
1255	1460	0.792092
1256	1758	0.788224
1257	1727	0.528306
1258	976	0.400762
1259	1776	0.680873
1260	1065	0.552956
1261	1776	0.770165
1262	1359	0.643056
1263	1065	0.683148
1264	751	0.632092
1265	1784	0.539643
1266	1322	0.866757
1267	570	0.319055
1268	1484	0.375861
1269	565	0.464187
1270	564	0.457911
1271	1887	0.545485
1272	1479	0.309502
1273	1803	0.877310
1274	1744	0.618161
1275	1566	0.628622
1276	1294	0.269018
1277	1355	0.229211
1278	1705	0.449288
1279	1710	0.435342
1280	1748	0.540683
1281	1294	0.320143
1282	1359	0.580968
1283	1759	0.373222
1284	1581	0.413724
1285	976	0.491255
1286	1594	0.554575
1287	1662	0.494896
1288	736	0.409683
1289	1460	0.718478
1290	596	0.572721
1291	1355	0.401923
1292	2012	0.281020
1293	596	0.627966
1294	1586	0.490713
1295	1803	0.644809
1296	1392	0.505249
1297	2072	0.366038
1298	1714	0.472898
1299	1830	0.927330
1300	1727	0.804547
1301	1322	0.780868
1302	1443	0.482007
1303	953	0.376999
1304	1127	0.807355
1305	1445	0.548846
1306	1213	0.403956
1307	564	0.618457
1308	1858	0.497055
1309	1213	0.344827
1310	1392	0.411368
1311	1484	0.444414
1312	2065	0.421390
1313	1351	0.880932
1314	1475	0.259610
1315	1531	0.754771
1316	633	0.492495
1317	1392	0.377732
1318	1356	0.484320
1319	2046	0.569158
1320	1594	0.707938
1321	939	0.580903
1322	680	0.306721
1323	736	0.388850
1324	1737	0.344547
1325	1705	0.502862
1326	830	0.431233
1327	1253	0.363900
1328	1850	0.324558
1329	736	0.458348
1330	994	0.267966
1331	1357	0.583118
1332	1810	0.911300
1333	678	0.375682
1334	770	0.325162
1335	1871	0.387167
1336	2012	0.484364
1337	1759	0.483481
1338	1621	0.443808
1339	1830	0.810131
1340	1645	0.633005
1341	1830	0.659614
1342	1858	0.835904
1343	1362	0.548166
1344	1357	0.870354
1345	1508	0.478308
1346	808	0.164047
1347	1253	0.298261
1348	1904	0.512996
1349	2081	0.980789
1350	1828	0.425970
1351	2100	0.426848
1352	1904	0.428279
1353	1822	0.610577
1354	596	0.491050
1355	1864	0.334401
1356	1664	0.356191
1357	976	0.167625
1358	1136	0.561768
1359	668	0.590504
1360	1494	0.659413
1361	1829	0.457617
1362	808	0.170671
1363	677	0.686670
1364	1670	0.508097
1365	953	0.651676
1366	655	0.487676
1367	736	0.306637
1368	2100	0.620390
1369	677	0.836921
1370	1885	0.695520
1371	1648	0.294295
1372	1543	0.721249
1373	1955	0.403849
1374	1423	0.549513
1375	2008	0.498842
1376	2046	0.685629
1377	1938	0.354717
1378	1924	0.444016
1379	2112	0.415375
1380	1688	0.917162
1381	1840	0.524493
1382	1645	0.659813
1383	839	0.673408
1384	1681	0.465918
1385	953	0.553573
1386	1387	0.275913
1387	635	0.244945
1388	2081	0.978914
1389	2103	0.319641
1390	1870	0.635852
1391	1962	0.593979
1392	662	0.770112
1393	683	0.360361
1394	1439	0.320947
1395	1870	0.567318
1396	1940	0.627123
1397	839	0.655386
1398	1924	0.503217
1399	1829	0.687439
1400	1982	0.311012
1401	2159	0.523835
1402	1543	0.910520
1403	1594	0.689851
1404	1558	0.440484
1405	1681	0.504303
1406	1607	0.264396
1407	1730	0.372415
1408	2046	0.604462
1409	1290	0.527598
1410	1595	0.724160
1411	2123	0.700842
1412	1993	0.855887
1413	1935	0.559347
1414	1472	0.507702
1415	2032	0.343370
1416	1935	0.454370
1417	2129	0.721703
1418	853	0.199253
1419	1938	0.456467
1420	1862	0.541542
1421	823	0.473563
1422	1941	0.400277
1423	2086	0.652128
1424	2027	0.400881
1425	2089	0.691509
1426	1688	0.780221
1427	852	0.296579
1428	1595	0.744554
1429	1978	0.886011
1430	862	0.457277
1431	899	0.290104
1432	1509	0.479895
1433	1915	0.810079
1434	1626	0.457053
1435	881	0.249825
1436	1925	0.341833
1437	1866	0.561218
1438	1916	0.523302
1439	1746	0.701773
1440	1935	0.435518
