10.493837,-211.193146,-293.465332
10.515900,-211.166168,-293.886658
10.518839,-211.237640,-293.058655
10.520681,-211.703171,-293.377686
10.523632,-210.609344,-293.115082
10.529159,-210.575928,-293.548096
10.540028,-211.864075,-293.799316
10.563701,-211.727692,-294.237946
10.565308,-210.676193,-292.697693
10.569367,-210.567657,-293.965179
10.571580,-211.091583,-294.279114
10.593291,-211.892181,-293.069763
10.603878,-209.969269,-293.194794
10.609356,-210.017578,-292.747833
10.609694,-211.338257,-292.653809
10.615968,-212.305099,-293.503113
10.625421,-210.585114,-294.294556
10.631561,-212.419800,-294.229095
10.633950,-211.633514,-294.636810
10.639501,-209.972687,-293.652466
10.640014,-212.231842,-294.571777
10.640120,-212.528107,-293.885010
10.653490,-210.745987,-292.326050
10.664038,-210.117859,-292.330170
10.677430,-210.928452,-294.618805
10.686387,-211.901306,-292.753357
10.698714,-210.064270,-294.103058
10.701371,-212.430908,-293.214966
10.709470,-211.205109,-292.300354
10.722658,-209.342545,-292.819366
10.723717,-212.403961,-295.037720
10.730519,-212.276062,-292.959015
10.739206,-210.330261,-294.477509
10.743258,-209.415131,-292.357300
10.747430,-213.022949,-294.709534
10.748339,-212.866318,-293.737030
10.754161,-211.493225,-295.050720
10.755157,-209.322693,-293.295105
10.756748,-210.301025,-292.026062
10.775973,-211.690826,-292.442627
10.780958,-212.796722,-293.450500
10.782400,-213.238144,-295.201965
10.799607,-213.075912,-295.567505
10.799880,-213.166656,-294.164246
10.812510,-212.224625,-295.536133
10.812605,-210.846954,-292.016022
10.832457,-209.371704,-293.799377
10.838481,-209.583191,-291.888550
10.842113,-213.869965,-295.586609
10.846793,-213.812073,-296.038239
10.851521,-212.982300,-296.029449
10.860052,-213.877747,-295.131042
10.867352,-211.393478,-292.131622
10.874067,-213.770996,-296.515747
10.874933,-208.704727,-292.428284
10.877434,-210.519653,-294.946899
10.879806,-214.598206,-296.517517
10.890247,-214.579971,-297.002869
10.891469,-212.272339,-292.679749
10.893729,-214.626083,-296.039337
10.894602,-208.668350,-292.903198
10.904261,-211.338043,-295.518921
10.911799,-215.403061,-297.001465
10.912603,-215.391541,-297.493103
10.915220,-208.776703,-291.962311
10.915899,-212.138397,-296.021576
10.917528,-213.880005,-294.659302
10.920754,-213.751526,-297.002686
10.920844,-212.938553,-296.512787
10.923704,-214.570007,-297.495789
10.934686,-209.617249,-294.402435
10.937453,-214.648834,-295.568970
10.938460,-215.419739,-296.516632
10.939414,-215.382965,-297.983673
10.944970,-212.829193,-293.115204
10.953675,-216.189377,-297.978333
10.957514,-216.201172,-297.487488
10.972622,-208.652740,-293.393433
10.978515,-216.177689,-298.464661
10.978519,-210.235931,-291.637909
10.983279,-214.566925,-297.987854
10.990189,-213.745178,-297.495483
10.992172,-216.217468,-297.000305
10.995186,-215.377411,-298.473175
